ARR_DELAY,DAY_OF_WEEK,DEP_DELAY,DISTANCE
47,1,57,347
201,4,205,347
-23,5,-5,349
-19,3,-3,349
-18,3,-8,349
-18,5,-8,349
-18,5,-2,349
-18,1,-1,349
-18,6,4,349
-17,2,-3,349
-13,5,-3,349
-11,4,-2,349
-11,5,-2,349
-11,5,-1,349
-10,4,-5,349
-8,3,-3,349
-8,4,4,349
-7,7,-3,349
-6,4,-3,349
-5,4,-3,349
-5,2,3,349
-4,2,-1,349
-4,2,-1,349
-2,5,-5,349
-2,1,7,349
-2,3,12,349
-1,4,-5,349
-1,4,4,349
2,5,10,349
3,5,-5,349
3,2,-1,349
4,7,-5,349
4,5,-4,349
4,2,0,349
4,1,10,349
5,3,-6,349
6,2,-6,349
6,4,-3,349
14,3,12,349
14,1,28,349
21,3,-3,349
22,4,18,349
24,1,-2,349
25,1,25,349
26,2,-2,349
26,4,34,349
33,3,-5,349
36,3,29,349
40,7,16,349
58,1,65,349
68,2,-7,349
73,3,42,349
107,4,129,349
119,4,102,349
130,3,118,349
179,1,169,349
-28,7,-4,350
-25,6,-5,350
-24,5,-4,350
-16,1,-3,350
-16,5,-2,350
-12,6,-2,350
-8,1,-6,350
-7,6,-8,350
1,1,-4,350
36,7,35,350
55,1,67,350
-20,3,-6,351
-19,5,-3,351
-18,5,-7,351
-15,6,-4,351
-14,5,-8,351
-14,7,-5,351
-12,5,-8,351
-11,1,-9,351
-10,6,-6,351
-9,7,-4,351
-7,6,-3,351
-7,2,-2,351
-6,5,-9,351
-6,3,-2,351
-5,2,-6,351
-4,2,-9,351
-3,7,-6,351
-1,1,-4,351
-1,3,-2,351
0,6,0,351
0,7,0,351
1,1,-8,351
1,7,-4,351
2,5,-4,351
2,1,-2,351
2,4,4,351
3,4,-4,351
3,6,0,351
4,7,-3,351
5,3,5,351
6,6,-3,351
6,7,10,351
9,7,5,351
9,3,6,351
13,3,-1,351
17,5,5,351
19,2,-3,351
31,2,18,351
33,5,44,351
34,4,31,351
60,7,63,351
70,4,-3,351
-17,7,-4,352
-16,7,-4,352
-15,5,-6,352
-13,2,-2,352
-11,5,-3,352
-11,4,-1,352
-9,4,-8,352
-7,3,-10,352
-3,3,-7,352
-2,2,-1,352
5,1,-5,352
7,3,-4,352
29,7,28,352
-19,6,-6,353
-11,2,-11,353
-8,1,-9,353
-7,1,-2,353
-4,2,-10,353
-19,6,-18,354
-18,4,-12,354
-18,2,-9,354
-16,6,-3,354
-15,7,-7,354
-14,5,-8,354
-10,1,-8,354
-10,5,-4,354
-9,2,-10,354
-9,4,-4,354
-7,3,-10,354
-7,1,-7,354
-7,2,-1,354
-2,3,-1,354
-1,3,-1,354
1,2,0,354
1,5,0,354
2,5,-4,354
2,4,0,354
2,4,0,354
4,5,-3,354
5,4,-1,354
5,5,8,354
7,1,8,354
10,7,14,354
11,4,0,354
11,7,14,354
13,6,-2,354
50,3,30,354
51,5,58,354
57,2,73,354
147,1,123,354
148,5,132,354
191,4,190,354
-23,4,-5,356
-22,2,-4,356
-22,5,5,356
-20,1,0,356
-17,5,-9,356
-17,6,-1,356
-16,3,-3,356
-14,1,-4,356
-14,3,-2,356
-11,5,-2,356
-10,7,-6,356
-10,2,-3,356
-9,4,-1,356
-7,1,-1,356
-6,5,-5,356
-6,5,-4,356
-5,1,-2,356
-5,6,5,356
-4,2,-2,356
-3,6,-3,356
-3,4,0,356
-2,2,-6,356
-2,1,-2,356
-1,2,15,356
0,4,18,356
1,2,-1,356
1,6,14,356
3,3,-4,356
5,5,-2,356
5,2,10,356
10,3,21,356
21,4,35,356
22,5,27,356
28,1,4,356
42,1,52,356
-14,1,-1,357
-11,6,-4,357
-10,5,-9,357
5,2,8,357
192,6,184,357
-24,1,-8,358
-17,1,-2,358
-11,2,-1,358
-9,3,-1,358
-8,1,-8,358
-8,1,-1,358
-7,7,-5,358
-6,4,-3,358
-2,5,5,358
-1,7,1,358
1,3,9,358
7,2,-1,358
13,5,23,358
62,4,75,358
67,6,70,358
-17,2,-9,359
-14,7,-3,359
-5,5,11,359
-1,2,-11,359
6,5,-5,359
13,1,10,359
20,1,-3,359
23,3,-1,359
25,7,-2,359
85,3,66,359
103,4,109,359
-23,6,-13,361
-21,4,-8,361
-19,4,-10,361
-16,2,-9,361
-16,4,-6,361
-16,1,-5,361
-16,2,-5,361
-14,4,-7,361
-14,5,-6,361
-13,2,-8,361
-12,3,-10,361
-11,6,-9,361
-11,5,-5,361
-10,6,-3,361
-9,4,-8,361
-9,5,-1,361
-7,2,-2,361
-6,2,-6,361
-6,3,-5,361
-6,1,-4,361
-4,1,2,361
-4,4,6,361
-3,4,-1,361
-2,1,-7,361
-2,6,-3,361
-1,4,0,361
1,2,-6,361
2,5,-1,361
4,6,-1,361
15,7,21,361
19,6,8,361
20,6,16,361
23,7,29,361
30,5,47,361
51,6,68,361
59,2,-1,361
180,1,167,361
329,4,294,361
-21,2,-2,362
-11,7,-3,362
-10,3,-2,362
-9,2,-5,362
-8,7,-2,362
-3,6,-3,362
-3,7,-2,362
-2,4,1,362
0,6,-2,362
0,1,-1,362
3,2,12,362
5,3,12,362
8,6,9,362
11,5,8,362
14,4,14,362
26,4,35,362
64,5,59,362
-22,3,-7,363
-20,6,-18,363
-19,4,-12,363
-18,1,-14,363
-17,7,-13,363
-14,7,-5,363
-12,6,-2,363
-11,4,-5,363
-9,2,-6,363
-9,7,-3,363
-9,1,-1,363
-8,3,-2,363
-7,6,-8,363
-7,1,8,363
-6,5,-5,363
-6,1,-4,363
-6,4,-3,363
-4,1,-5,363
-4,5,-3,363
-4,1,2,363
-4,2,9,363
-3,6,-5,363
-1,5,-10,363
0,4,-9,363
0,3,-6,363
0,1,-4,363
1,2,-7,363
1,2,1,363
2,3,-1,363
3,2,20,363
8,4,15,363
8,6,15,363
14,4,-1,363
16,3,22,363
18,5,-3,363
21,3,24,363
55,6,69,363
89,6,79,363
93,4,97,363
104,7,87,363
135,5,139,363
188,6,202,363
-15,4,-6,364
-15,5,-1,364
-14,5,-6,364
-13,6,-4,364
-11,4,-3,364
-10,5,-4,364
-6,5,-1,364
-6,6,0,364
3,1,-7,364
8,3,-3,364
16,7,19,364
23,1,25,364
37,4,40,364
71,5,71,364
104,2,107,364
151,5,156,364
-20,6,-8,365
-19,4,-3,365
-18,3,-3,365
-13,6,-5,365
-10,7,-7,365
-7,3,-2,365
11,5,10,365
17,7,15,365
-18,2,-3,366
-17,1,-3,366
-15,1,-2,366
-14,1,-8,366
-14,6,-5,366
-13,4,-2,366
-11,3,-7,366
-11,1,3,366
-10,2,-2,366
-9,1,2,366
-8,1,-8,366
-8,4,-2,366
-8,5,-2,366
-8,4,0,366
-7,1,-8,366
-7,5,-4,366
-7,3,-1,366
-5,3,-6,366
-5,1,0,366
-4,5,-4,366
-3,2,0,366
-1,1,9,366
2,1,-6,366
3,5,-6,366
3,3,10,366
9,7,-1,366
13,3,14,366
13,5,15,366
15,3,44,366
21,4,-5,366
28,7,44,366
79,2,30,366
-28,3,-1,368
-17,1,-1,368
-14,6,2,368
-13,2,-5,368
-10,3,-9,368
-9,4,-3,368
-8,1,-6,368
-7,2,0,368
-5,1,-2,368
-4,4,-1,368
-4,4,6,368
-3,5,-7,368
-2,7,6,368
0,1,-4,368
0,1,6,368
1,1,3,368
2,7,5,368
6,1,15,368
8,7,0,368
10,1,12,368
10,4,14,368
11,2,24,368
12,7,11,368
17,2,21,368
19,5,19,368
27,4,37,368
31,1,-6,368
42,6,56,368
54,1,59,368
-21,6,-5,369
-20,5,-5,369
-20,6,-1,369
-17,3,-4,369
-17,4,-4,369
-16,7,-6,369
-15,3,-6,369
-15,5,-4,369
-13,3,-4,369
-12,6,-4,369
-12,2,-3,369
-10,3,-1,369
-8,2,-8,369
-7,6,-6,369
-6,3,-5,369
-6,5,-4,369
-6,1,-3,369
-6,3,-2,369
-6,5,12,369
-5,5,-1,369
-5,3,5,369
-4,4,-4,369
-4,6,0,369
-4,1,2,369
-4,2,4,369
-3,6,-2,369
-2,5,4,369
-1,2,2,369
1,6,-4,369
2,4,-5,369
4,1,1,369
4,1,16,369
6,1,-1,369
8,2,-1,369
12,1,-5,369
12,1,2,369
12,1,8,369
12,6,13,369
13,1,12,369
14,1,3,369
15,5,19,369
28,1,30,369
29,4,33,369
30,1,18,369
31,1,33,369
32,1,-3,369
33,4,33,369
34,4,39,369
42,3,50,369
42,3,51,369
45,7,63,369
59,4,48,369
67,4,50,369
71,4,83,369
119,1,112,369
211,1,184,369
-22,2,-2,370
-15,4,-4,370
-14,2,-6,370
-13,6,-7,370
-11,6,-8,370
-11,3,-2,370
-9,6,-5,370
-8,7,-10,370
-8,4,-6,370
-8,2,-4,370
-8,1,-2,370
-8,3,-2,370
-8,7,-2,370
-8,2,-1,370
-7,3,-2,370
-7,4,-2,370
-7,4,-1,370
-7,7,-1,370
-6,4,-3,370
-5,5,-3,370
-4,5,-1,370
-4,5,0,370
-2,3,-7,370
-2,1,-5,370
-2,2,5,370
0,4,-6,370
0,3,3,370
1,1,-5,370
1,2,-2,370
1,1,3,370
4,4,-8,370
4,5,-6,370
4,3,13,370
4,7,17,370
5,5,-8,370
5,5,6,370
7,4,-4,370
8,4,-5,370
8,1,6,370
9,5,2,370
10,3,-8,370
10,6,10,370
19,3,-3,370
23,1,7,370
23,7,21,370
27,1,-2,370
30,6,19,370
36,1,14,370
39,7,43,370
40,5,-1,370
46,1,46,370
50,2,44,370
74,1,70,370
74,6,78,370
86,1,69,370
-26,5,-8,371
-18,3,-3,371
-16,2,-1,371
-14,7,-2,371
-11,5,-1,371
-8,2,-6,371
-7,1,-6,371
-6,5,-5,371
-6,6,-5,371
-6,7,1,371
-5,2,-1,371
-3,1,-4,371
0,2,10,371
5,3,15,371
12,3,0,371
17,2,8,371
22,7,10,371
29,2,23,371
-21,7,-3,372
-19,2,-5,372
-18,2,-10,372
-18,5,-4,372
-13,3,-4,372
-13,6,-1,372
-13,5,0,372
-12,3,0,372
-10,2,1,372
-9,2,-1,372
-8,2,-6,372
-8,2,-5,372
-8,3,-5,372
-7,4,-4,372
-4,5,-3,372
-3,1,13,372
-1,1,8,372
0,3,8,372
2,4,-2,372
4,3,2,372
8,5,-5,372
10,4,8,372
10,7,15,372
12,5,-8,372
14,3,-2,372
19,5,15,372
31,5,29,372
31,3,33,372
59,2,71,372
65,1,71,372
80,4,71,372
107,5,107,372
107,5,109,372
-32,4,0,373
-27,2,-3,373
-24,5,2,373
-22,2,-10,373
-22,5,-8,373
-19,2,-3,373
-18,7,-3,373
-17,4,-3,373
-15,5,-4,373
-15,5,-1,373
-14,3,-3,373
-13,1,-3,373
-13,1,-2,373
-13,1,-2,373
-12,3,-6,373
-12,4,-3,373
-11,3,-3,373
-11,3,1,373
-10,5,-7,373
-9,5,-9,373
-9,1,-6,373
-9,2,-4,373
-9,6,0,373
-8,3,-7,373
-8,6,-4,373
-8,3,-2,373
-7,4,-5,373
-7,7,-5,373
-7,5,3,373
-6,2,-5,373
-6,3,-4,373
-6,6,-4,373
-5,1,-3,373
-5,2,-2,373
-5,4,-2,373
-4,3,-7,373
-3,5,-8,373
-3,2,-5,373
-3,5,-4,373
-3,5,-4,373
-3,5,-2,373
-2,3,3,373
-1,2,-1,373
-1,4,-1,373
1,4,-4,373
1,1,-1,373
1,2,3,373
2,3,1,373
3,3,-5,373
3,6,-2,373
3,1,4,373
4,3,3,373
4,6,14,373
5,5,-7,373
5,6,5,373
6,1,-1,373
6,5,1,373
6,2,3,373
8,4,-3,373
8,6,0,373
9,2,-1,373
9,7,13,373
9,1,14,373
10,7,16,373
13,4,-5,373
13,2,17,373
14,7,15,373
18,3,-6,373
19,3,-1,373
21,7,1,373
24,6,35,373
25,2,34,373
27,7,10,373
27,4,38,373
29,5,19,373
34,4,42,373
37,1,50,373
55,4,66,373
58,2,61,373
61,4,54,373
114,4,115,373
236,4,238,373
-17,5,-3,374
-16,5,-10,374
-16,7,-2,374
-13,3,-3,374
-12,3,-7,374
-10,4,-5,374
-9,7,-2,374
-5,2,-3,374
-2,2,-7,374
0,4,-1,374
4,1,0,374
4,4,8,374
7,5,-4,374
7,6,4,374
8,7,18,374
58,2,60,375
-8,6,-2,376
-4,7,-7,376
-4,2,-2,376
-3,3,-4,376
-1,4,-5,376
2,1,12,376
5,4,-9,376
14,5,-8,376
33,6,41,376
82,2,87,376
-20,1,-3,377
-18,4,-6,377
-17,3,-6,377
-16,4,-5,377
-12,2,-4,377
-8,3,-5,377
-8,1,-4,377
-4,3,1,377
2,4,-6,377
2,2,-3,377
2,7,11,377
3,6,6,377
5,7,4,377
6,5,12,377
7,6,-1,377
9,3,17,377
19,1,20,377
23,4,20,377
27,2,23,377
33,4,42,377
56,6,76,377
69,2,75,377
-2,4,0,378
-1,5,-2,378
7,4,8,378
8,2,5,378
17,4,-5,378
20,2,33,378
-26,5,-8,382
-20,4,-7,382
4,1,1,382
15,1,21,382
22,2,27,382
-18,6,-11,383
-12,2,-6,383
-10,6,-6,383
-7,7,-4,383
-7,3,-3,383
-4,3,1,383
-3,3,-4,383
-3,4,-3,383
-2,2,7,383
0,6,3,383
2,2,-4,383
5,5,7,383
14,2,20,383
14,4,26,383
17,4,26,383
22,7,0,383
30,2,31,383
48,7,0,383
51,1,45,383
61,7,68,383
69,3,70,383
137,4,134,383
-22,6,-6,386
-22,5,-5,386
-18,6,-8,386
-16,3,-6,386
-16,1,-5,386
-13,6,-6,386
-10,1,1,386
-8,2,0,386
-7,7,-1,386
-4,3,-8,386
-4,6,6,386
-3,7,-5,386
-3,3,-2,386
-2,3,-1,386
-2,1,0,386
-2,6,0,386
-1,7,19,386
0,6,12,386
1,4,-1,386
1,5,2,386
2,1,-3,386
4,2,0,386
4,5,7,386
7,6,16,386
9,5,21,386
10,2,-6,386
15,1,-3,386
17,6,27,386
19,1,-3,386
26,3,30,386
31,5,36,386
40,1,60,386
42,1,46,386
111,2,85,386
-25,3,-12,387
-25,4,-9,387
-23,4,-11,387
-14,7,-8,387
-13,5,-5,387
-11,3,-5,387
-10,4,-6,387
-10,7,-2,387
-6,2,-9,387
-1,6,-6,387
0,5,7,387
11,7,-3,387
16,7,24,387
55,1,52,387
105,1,113,387
107,6,108,387
-15,2,-7,390
-11,2,-1,390
-9,2,-5,390
-9,5,-2,390
-8,4,-5,390
-8,7,-3,390
-8,2,-2,390
-4,4,-3,390
-4,2,-1,390
-3,3,0,390
-2,6,-3,390
-1,7,-1,390
-1,6,0,390
0,3,-5,390
0,3,-2,390
0,7,2,390
1,2,-1,390
5,1,6,390
6,2,16,390
13,4,13,390
25,3,25,390
41,1,48,390
59,2,64,390
-24,5,-1,391
-20,1,-5,391
-18,2,-4,391
-18,6,-3,391
-17,3,-5,391
-16,5,-10,391
-15,6,-7,391
-15,4,-6,391
-15,1,2,391
-14,1,-11,391
-14,1,-7,391
-14,3,-5,391
-13,3,-1,391
-12,2,-7,391
-12,6,-3,391
-11,2,-6,391
-11,7,-2,391
-10,7,-7,391
-10,5,-5,391
-10,3,-3,391
-10,6,0,391
-8,6,-3,391
-7,4,-10,391
-7,2,-1,391
-7,6,0,391
-5,4,-1,391
-4,5,-3,391
-4,2,-1,391
-3,5,-7,391
-3,7,-5,391
-3,6,5,391
-2,3,0,391
-1,3,0,391
-1,7,0,391
-1,5,5,391
0,4,4,391
0,5,4,391
0,4,8,391
1,1,-2,391
1,6,-2,391
2,4,-1,391
2,6,16,391
3,4,3,391
4,6,-4,391
4,6,4,391
8,4,4,391
9,7,-3,391
9,4,11,391
10,7,-2,391
11,3,6,391
11,4,8,391
14,7,14,391
15,5,20,391
16,4,27,391
17,1,17,391
18,3,-1,391
20,3,6,391
29,5,27,391
32,4,39,391
45,1,62,391
56,4,34,391
57,3,57,391
60,4,33,391
62,5,71,391
88,1,86,391
96,3,60,391
97,7,96,391
117,4,114,391
139,4,156,391
213,4,217,391
-19,5,-3,393
-16,1,-2,393
-15,4,-3,393
-13,1,-6,393
-9,1,-6,393
-8,2,-2,393
-7,7,-3,393
9,3,26,393
3,4,0,394
11,4,-5,394
-18,3,-8,395
-17,5,-9,395
-12,5,7,395
-10,4,-4,395
-8,3,-5,395
-6,3,-5,395
-6,2,0,395
-5,2,-2,395
-5,6,0,395
-5,4,2,395
-3,5,4,395
-1,7,-4,395
0,1,-7,395
0,4,8,395
5,5,5,395
5,7,12,395
6,3,-3,395
8,1,3,395
8,4,13,395
11,5,21,395
15,3,23,395
18,1,0,395
18,2,25,395
24,2,14,395
70,7,54,395
98,4,111,395
-17,4,-11,396
-15,5,-6,396
-11,1,-9,396
-10,1,-3,396
-9,6,-2,396
-7,3,-7,396
-2,2,-4,396
-1,2,2,396
3,6,1,396
5,7,-1,396
12,3,-3,396
15,2,2,396
41,3,41,396
111,7,55,396
-22,6,-4,397
-21,3,-7,397
-20,5,-2,397
-15,2,-5,397
-15,1,-3,397
-12,6,-5,397
-11,3,-8,397
-11,2,-6,397
-10,3,-3,397
-10,7,-3,397
-9,2,3,397
-9,6,7,397
-8,6,-3,397
-8,1,0,397
-6,2,-2,397
-6,4,7,397
-5,2,3,397
-2,6,7,397
-1,3,-3,397
0,4,-5,397
1,6,5,397
7,2,1,397
9,3,-2,397
10,5,0,397
10,5,18,397
11,5,23,397
12,7,4,397
14,3,28,397
18,6,26,397
43,1,54,397
68,7,71,397
92,4,101,397
103,1,110,397
118,5,72,397
18,3,-5,398
33,6,2,398
243,7,237,398
-35,7,-11,399
-30,5,-9,399
-25,2,-8,399
-20,2,-7,399
-18,5,-3,399
-17,7,-5,399
-16,2,-11,399
-16,3,-8,399
-16,7,-7,399
-15,1,-5,399
-14,7,-19,399
-14,6,-3,399
-14,5,-1,399
-12,4,-12,399
-12,5,-5,399
-11,3,-11,399
-11,6,-4,399
-10,5,-7,399
-9,1,-10,399
-9,6,0,399
-8,5,-10,399
-8,3,-4,399
-7,6,-8,399
-6,4,-7,399
-6,5,-4,399
-6,1,-1,399
-5,4,-5,399
-5,3,-2,399
-4,1,-11,399
-4,3,-3,399
-3,5,-6,399
-2,5,-6,399
-1,4,-9,399
-1,1,1,399
-1,4,8,399
0,3,-1,399
1,3,3,399
1,4,4,399
2,3,5,399
3,4,-7,399
3,4,-5,399
3,2,-2,399
4,4,-6,399
4,1,-5,399
5,3,1,399
5,3,10,399
6,4,-5,399
6,3,-2,399
6,1,16,399
7,3,5,399
7,4,15,399
9,5,-1,399
13,5,33,399
14,7,23,399
15,7,1,399
16,6,23,399
23,3,-7,399
26,2,18,399
26,3,22,399
30,2,-1,399
32,4,-6,399
34,5,-1,399
40,4,18,399
41,4,-5,399
45,3,19,399
47,5,42,399
48,7,69,399
51,7,-2,399
53,3,-7,399
53,1,30,399
54,4,62,399
56,6,47,399
59,1,61,399
62,5,62,399
78,4,54,399
83,7,78,399
112,4,112,399
231,5,235,399
-24,2,-13,401
-15,3,-6,401
-12,7,-2,401
-11,1,-4,401
-11,5,-2,401
-10,5,-2,401
-9,2,0,401
-8,1,-4,401
-7,1,-5,401
-4,3,7,401
4,4,-2,401
10,6,0,401
10,6,15,401
32,7,38,401
33,7,38,401
42,1,-5,401
62,7,69,401
-29,7,-8,402
-27,2,-6,402
-27,5,-5,402
-22,5,-5,402
-20,3,-7,402
-18,2,-1,402
-15,3,-3,402
-13,2,-8,402
-12,4,-4,402
-8,4,-5,402
-8,6,-3,402
-7,5,6,402
-4,5,3,402
-4,1,13,402
-3,2,-6,402
-3,6,-6,402
-3,5,-4,402
-3,5,-3,402
-3,2,0,402
-2,1,-3,402
-2,1,1,402
0,2,6,402
1,7,-4,402
7,6,-3,402
8,4,19,402
10,4,18,402
-16,4,-10,403
-16,5,-5,403
-12,2,-6,403
-11,2,-12,403
-10,7,-8,403
-10,7,2,403
-6,7,-5,403
1,5,-4,403
14,7,2,403
19,6,-3,403
20,4,6,403
26,2,29,403
31,3,5,403
38,5,31,403
38,4,40,403
100,4,106,403
-20,7,0,404
-19,4,1,404
-18,1,-1,404
-18,6,0,404
-17,3,-8,404
-17,4,-8,404
-17,5,-2,404
-16,5,0,404
-14,3,-7,404
-14,1,-6,404
-14,2,-4,404
-14,2,-2,404
-14,5,0,404
-14,1,5,404
-13,2,-3,404
-13,3,-3,404
-13,7,-3,404
-13,7,-2,404
-12,5,-3,404
-11,3,-6,404
-11,3,-4,404
-11,6,-4,404
-11,6,-4,404
-11,5,-2,404
-11,7,-2,404
-11,2,0,404
-11,6,1,404
-10,2,-8,404
-10,4,-5,404
-10,2,-4,404
-10,6,-4,404
-10,1,-1,404
-10,1,-1,404
-10,4,-1,404
-10,5,-1,404
-10,1,1,404
-9,6,-6,404
-9,3,-2,404
-9,5,-2,404
-8,6,-7,404
-8,7,-6,404
-8,5,-4,404
-8,1,1,404
-8,5,2,404
-8,2,3,404
-7,1,-7,404
-7,7,-6,404
-7,1,-5,404
-6,7,-6,404
-6,6,-5,404
-6,4,-2,404
-6,7,10,404
-5,3,-5,404
-5,7,-3,404
-5,7,-3,404
-5,2,-2,404
-5,1,-1,404
-4,7,-5,404
-4,1,-3,404
-4,7,-1,404
-3,4,-2,404
-3,5,-1,404
-3,4,0,404
-3,1,11,404
-2,4,0,404
-2,6,0,404
-2,5,5,404
-1,6,-6,404
-1,5,-3,404
-1,1,1,404
-1,4,1,404
-1,6,2,404
-1,7,4,404
0,6,-4,404
0,2,6,404
1,1,0,404
1,1,10,404
2,4,-1,404
2,3,14,404
3,2,-2,404
3,4,4,404
3,2,5,404
3,2,6,404
3,2,24,404
4,4,7,404
5,3,0,404
5,2,4,404
6,5,-4,404
6,1,5,404
7,2,23,404
8,1,12,404
9,7,-4,404
9,1,3,404
12,7,0,404
14,1,13,404
15,4,-2,404
16,3,16,404
22,1,0,404
28,2,-6,404
29,7,30,404
41,1,44,404
49,2,25,404
-23,3,-5,405
-23,7,-5,405
-20,4,-4,405
-19,1,-6,405
-19,5,-3,405
-19,6,3,405
-17,4,-6,405
-16,4,-3,405
-16,6,-3,405
-15,3,-7,405
-15,6,-7,405
-13,2,-4,405
-13,6,-4,405
-13,2,0,405
-10,5,0,405
-9,2,-3,405
-9,3,-2,405
-9,3,-1,405
-9,6,10,405
-6,5,-2,405
-6,7,0,405
-5,7,0,405
-5,4,1,405
-4,4,8,405
-3,2,10,405
-2,2,7,405
6,2,13,405
8,6,1,405
9,3,13,405
10,7,15,405
11,7,1,405
12,1,15,405
20,5,24,405
22,1,25,405
-20,5,-5,406
-19,2,0,406
-18,1,-5,406
-16,3,-9,406
-16,6,-5,406
-16,7,-2,406
-14,4,-1,406
-14,3,3,406
-13,4,0,406
-12,5,-5,406
-12,6,-4,406
-12,1,-1,406
-11,5,-5,406
-11,3,-2,406
-11,7,4,406
-10,7,-5,406
-10,7,-1,406
-9,6,-1,406
-8,3,-5,406
-7,5,-6,406
-7,4,-2,406
-6,2,1,406
-6,3,10,406
-5,3,-1,406
-5,6,-1,406
-4,7,-6,406
-4,2,-4,406
-4,5,0,406
-4,2,5,406
-4,7,11,406
-3,2,-3,406
-3,3,-3,406
-3,4,-3,406
-3,5,16,406
-2,6,4,406
-1,1,-1,406
-1,3,2,406
0,3,12,406
0,3,17,406
2,5,-7,406
2,3,-1,406
4,5,0,406
6,4,16,406
8,2,-1,406
8,2,12,406
9,3,-3,406
9,5,9,406
13,4,19,406
14,6,0,406
14,7,14,406
15,4,-7,406
15,5,0,406
15,3,22,406
25,6,24,406
25,6,29,406
26,2,29,406
28,2,32,406
29,4,27,406
33,5,47,406
44,3,42,406
49,2,44,406
58,2,59,406
62,6,69,406
116,3,76,406
136,2,147,406
-16,6,-6,407
-16,6,-1,407
-15,6,-13,407
-15,2,-6,407
-15,7,-5,407
-12,3,-5,407
-10,2,-7,407
-10,2,-5,407
-9,2,-9,407
-9,3,-1,407
-7,4,-2,407
-7,5,8,407
-6,7,3,407
-5,6,4,407
-4,3,0,407
-4,7,2,407
-4,4,3,407
-3,7,6,407
-1,6,7,407
0,6,0,407
2,2,3,407
4,2,-4,407
4,5,-3,407
5,5,-3,407
5,2,6,407
10,2,17,407
11,7,8,407
13,5,10,407
20,4,21,407
29,7,30,407
67,1,62,407
93,4,100,407
-25,3,-12,408
-18,6,-2,408
-15,6,-9,408
-11,2,-5,408
-9,2,-8,408
-9,5,-7,408
-6,4,-5,408
-4,3,3,408
-4,4,8,408
-3,3,-5,408
-3,5,-4,408
-3,7,-3,408
-1,4,-1,408
0,1,-2,408
3,6,0,408
4,7,11,408
5,7,9,408
13,7,7,408
15,7,14,408
19,1,41,408
20,5,18,408
20,5,28,408
24,3,-4,408
24,3,-2,408
40,3,60,408
73,1,77,408
-35,2,-7,409
-20,2,-9,409
-18,6,-2,409
-17,2,-2,409
-15,5,-4,409
-14,4,-4,409
-14,6,-3,409
-13,2,-3,409
-13,3,-2,409
-12,2,-7,409
-12,1,-2,409
-9,2,-5,409
-7,5,-2,409
-6,4,0,409
-5,4,0,409
-3,5,-7,409
0,6,-2,409
0,4,2,409
1,5,-5,409
1,4,5,409
2,7,-1,409
5,7,-3,409
7,3,-7,409
12,4,24,409
17,7,16,409
19,7,39,409
22,7,35,409
25,6,-5,409
32,3,45,409
41,5,19,409
45,1,29,409
57,6,13,409
58,3,48,409
60,7,7,409
68,2,51,409
70,3,53,409
74,2,8,409
144,6,146,409
188,3,169,409
-11,3,0,410
-8,2,-2,410
-33,3,-12,411
-17,3,-3,411
2,4,-4,411
13,3,15,411
-22,1,-7,413
-20,7,-7,413
-18,7,-11,413
-17,5,-4,413
-16,6,0,413
-13,6,0,413
-12,2,-3,413
-11,4,-4,413
-10,3,-6,413
-8,7,1,413
-7,7,-4,413
-6,2,-4,413
3,1,4,413
4,3,5,413
6,4,12,413
8,1,13,413
13,4,-2,413
37,5,50,413
43,3,1,413
47,6,34,413
47,5,50,413
78,7,-7,413
-22,3,-7,414
-21,2,-7,414
-17,5,-6,414
-17,6,-3,414
-16,3,-7,414
-15,3,-6,414
-15,7,-4,414
-15,5,-3,414
-14,7,-3,414
-13,6,-4,414
-13,6,-4,414
-13,5,-2,414
-13,3,0,414
-12,2,-6,414
-12,7,-5,414
-11,2,-4,414
-11,4,-4,414
-11,6,-1,414
-11,6,0,414
-10,6,-8,414
-9,3,-6,414
-9,2,-4,414
-8,4,-2,414
-8,2,0,414
-8,1,2,414
-7,7,-2,414
-7,6,3,414
-6,5,-3,414
-6,3,0,414
-6,2,14,414
-5,7,-2,414
-5,4,1,414
-4,6,-6,414
-4,5,-1,414
-4,3,6,414
-3,4,-7,414
-3,7,-6,414
-2,3,-3,414
-2,3,1,414
0,1,-6,414
0,2,6,414
0,2,15,414
3,4,-5,414
3,4,1,414
4,5,7,414
4,1,15,414
6,7,4,414
6,2,7,414
6,4,10,414
7,1,10,414
31,6,29,414
32,5,28,414
44,4,47,414
51,1,55,414
52,1,50,414
61,7,68,414
65,1,71,414
77,1,84,414
81,7,86,414
81,5,89,414
96,3,95,414
116,5,113,414
139,3,149,414
145,5,131,414
148,7,105,414
-28,6,-7,416
-15,7,-10,416
-15,4,-3,416
-14,3,-8,416
-11,3,-5,416
-6,3,-10,416
-6,5,-7,416
-6,5,10,416
-4,2,-9,416
-4,1,-3,416
-4,6,13,416
3,1,0,416
4,3,-2,416
5,5,10,416
11,4,1,416
16,2,13,416
18,4,24,416
22,2,-4,416
30,1,-7,416
41,1,43,416
46,4,60,416
72,6,26,416
85,6,79,416
88,2,95,416
90,1,72,416
93,5,44,416
196,1,204,416
-18,5,-8,417
-15,2,-1,417
-15,3,-1,417
-11,7,-1,417
-7,4,-5,417
-7,6,-3,417
-6,6,-2,417
-5,6,3,417
-1,3,6,417
1,5,-2,417
1,5,0,417
3,6,-2,417
3,3,1,417
6,3,1,417
